Carrier,Product,NSPA,TX,OK,PA,WI,OHM,OH-FR,AZ,MO,WV,TN,IA,KS-M,KS-B,TX-M,AR,IN-M,IN-MD,IL-M,IL-MD,Rule Type,Error or Warning,Rule to Enact,Error or Warning Message to Display,"Run in Quote, Application?","Unacceptable Driver/
Unacceptable Vehicle Indicators",Comments/Changes
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,Underwriting,Warning,"For each listed driver, where loss date < term effective date - 3 yr, AND total losses >= 3 AND Ignore Indicator is not checked
",Drivers with more than 3 or more Total Losses in the past 3 years are ineligible for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Driver Indicator to Yes,MN 12/14/22: New rule for KS Benchmark.
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,Underwriting,Warning,"For each listed driver, where loss date < term effective date - 1 yr, AND total losses > 1 AND Ignore Indicator is not checked",Drivers with more than 1 Total Loss in the past 12 Months are ineligible for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Driver Indicator to Yes,
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Underwriting,Warning,"For each listed driver, where loss date < term effective date - 1 yr, AND total losses > 1 2 or more at fault losses AND Ignore Indicator is not checked",Drivers with more than 1 Total Loss 2 or more at fault losses in the past 12 Months are ineligible for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Driver Indicator to Yes,MN 12/14/22: New rule for TX Lonestar Maverick
PRIS,NSPA,X,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,Underwriting,Warning,"For each listed driver, where loss date < term effective date - 1 yr, AND total losses > 2 AND Ignore Indicator is not checked",Drivers with more than 2 Total Losses in the past 12 Months are ineligible for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Driver Indicator to Yes,
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Underwriting,Warning,"If violation = ""Intermediate"" AND infraction count >3 

Current Configuration as of 9/23/20
DriverPoints:  All must apply: 
Infraction Status=""Active""
Infraction Classification:  Intermediate
IgnoreInd = No
If > 3 of these, we display msg
",Drivers with more than 3 Intermediate violations in the past 3 years are ineligible for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Driver Indicator to Yes,
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Underwriting,Warning,"If violation = ""Minor"" AND infraction count >3 

Current Configuration as of 9/24/20
DriverPoints:  All must apply: 
Infraction Status=""Active""
Infraction Classification:  Minor
IgnoreInd = No
If > 3 of these, we display msg
",Drivers with more than 3 Minor violations in the past 3 years are ineligible for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Driver Indicator to Yes,
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,Underwriting,Warning,"If driver's license status = Revoked or Cancelled 

Current Configuration as of 9/23/20
All must apply: 
Driver:  Active driver (not non driver) and license status = Revoked, or Cancelled
Display msg",Drivers with a License Status of Revoked or Cancelled are ineligible for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Driver Indicator to Yes,
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,Underwriting,Warning,"If driver's license status = Revoked or Cancelled or No License

All must apply: 
Driver:  Active driver (not non driver) and license status = Revoked, Cancelled, or No License
Display msg","Drivers with a License Status of Revoked, Cancelled, or No License are ineligible for this program.","Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Driver Indicator to Yes,MN 12/15/22: New rule for KS Benchmark
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Underwriting,Warning,"If driver's license status = Revoked or Cancelled 

All must apply: 
Driver:  Active driver (not non driver) and license status = Revoked, or Cancelled
Display msg",Drivers with a License Status of Revoked or Cancelled are ineligible for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Driver Indicator to Yes,MN 12/14/22: New rule for TX Lonestar Maverick
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,Underwriting,Warning,If driver’s license status = Expired and Full-Time Active Military = No,Expired licenses are considered unacceptable unless the driver is full-time active military.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Driver Indicator to Yes,MN 12/15/22: New rule for KS Benchmark
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,Underwriting,Warning,If driver’s license status = Suspended and SR22 = No,Suspended licenses are considered unacceptable unless the driver has an SR22.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Driver Indicator to Yes,MN 12/15/22: New rule for KS Benchmark
PRIS,NSPA,X,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,Underwriting,Warning,"If driver's license state = Minnesota, Michigan, Kansas, Texas, Arkansas, Delaware, Maryland, Massachusetts, New Jersey, New York or Kentucky",Drivers with a <License State> License are ineligible for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Driver Indicator to Yes,"JAO 7/19/2023 - Remove rule for MO Maverick (MO allows KS Licenses)
SJS 9.8.23 PRISUAT-1783
LE 9/09/2024- Added WV GW-1645"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,Underwriting,Warning,"If driver's license state = Minnesota, Michigan, Kansas, Texas, Arkansas, Delaware, Maryland, Massachusetts, New Jersey, New York or Kentucky",Drivers with a <License State> License are ineligible for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Driver Indicator to Yes,"MN 12/14/22: Variation of above rule to allow Kansas license in KS.
JAO 7/19/2023 - Add MO Maverick 
SJS 9.8.23 PRISUAT-1783
LE 9/09/2024- Removed for WV GW-1645"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Underwriting,Warning,"If driver's license state = Minnesota, Michigan, Kansas, Texas, Arkansas, Delaware, Maryland, Massachusetts, New Jersey, New York or Kentucky",Drivers with a <License State> License are ineligible for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Driver Indicator to Yes,MN 12/14/22: Variation of above rule to allow Arkansas license in AR.
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Validation,Error,"If infraction code FLEE or RACE is listed, and neither the ignore indicator nor  the ""Unacceptable Driver Override is checked
For Endorsement, Renewal Change, Rewrite Renewal:  If change is to add a driver with these infractions and ""Unacceptable Driver Override is not checked

This is intended to be an Error and is not a role associated with the Unacceptable Driver indicator or Unacceptable Surcharge, but the override indicator can be used to allow such types of infractions",Drivers with Fleeing or attempting to elude a police officer OR Speed contest or racing violations are ineligible for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",No impact to Unacceptable Driver Indicator,
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Underwriting,Error,"On New Business, Rewrite New transactions only: 
If Unacceptable Driver Indicator is Yes, and ""Unacceptable Driver Override (eligibility only)” is not checked, display this error message for each driver that qualifies for these conditions.",Driver # <#>:  Not eligible for this program,"Quote, Application - 
New Business, Rewrite-New","No impact to Unacceptable Driver Indicator
but uses the indicator as a criteria to run the rule",
PRIS,NSPA,X,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,Underwriting,Warning,"On transactions mentioned:  
if the combination exists:  
if the sum of the below infractions is > 1:  
Count infractions where code = ""OWI or OWIACC"" 

(If infraction code = ""OWI or OWIACC"" 
(Infraction Status=""Active"" >> do not count Deleted OWI/OWIACC
IgnoreInd = No or Yes (we count these for this rule no matter if ignored or not)",Number of DWI/DUI Convictions is not acceptable.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal","Criteria as documented in column L sets Unacceptable Driver Indicator to Yes
(all transactions)",
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Underwriting,Warning,"On transactions mentioned:  
if the combination exists:  
if the sum of the below infractions is > 1:  
Count infractions where violation classification = ""Major"" 
Count infractions where code = ""OWI or OWIACC"" 

Either must apply: 
(Infraction Status=""Active"", 
IgnoreInd = No, 
Infraction Classification:  Major)
OR
(If infraction code = ""OWI or OWIACC"" 
(Infraction Status=""Active"" >> do not count Deleted OWI/OWIACC
IgnoreInd = No or Yes (we count these for this rule no matter if ignored or not)",Number of Major Violations or DWI/DUI Convictions is not acceptable.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal","Criteria as documented in column L sets Unacceptable Driver Indicator to Yes
(all transactions)",
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Underwriting,Warning,If driver has Infraction = DWI or DUI conviction in conjuction with an at-fault accident,Drivers with a DUI/DWI conviction associated with an at fault accident are unacceptable.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal","Criteria as documented in column L sets Unacceptable Driver Indicator to Yes
(all transactions)",MN 12/14/22: New rule for TX Lonestar Maverick
PRIS,NSPA,X,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Validation,Warning,If License State = LA (Louisiana),Drivers with a Louisiana Driver's License are unacceptable for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal","Criteria as documented in column L sets Unacceptable Driver Indicator to Yes
(all transactions)","JAO 7/27/2022 - Removing rule for WI ONLY

MN 11/22/22: Jill confirmed this is not needed in OH and AZ as well. PRISUAT-1584 andPRISUAT-1585

MN 12/15/22: Per Jill, OK and AR are the only states where they currently plan to have this rule.

LE 11/21/2023- AZ requirements PRISUAT-1834"
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Validation,Warning,If License State = LA (Louisiana),Drivers with a Louisiana License are ineligible for this program unless acceptable proof of Texas residency is provided.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal","Criteria as documented in column L sets Unacceptable Driver Indicator to Yes
(all transactions)",
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Validation,Warning,"If License State <> TX or LA

DO NOT RUN IF ATTACHMENT TYPE ""Approved Driver's License"" OR ""Approved Proof of Residency"" is attached in the policy file

DO NOT RUN IF TASKS PolicyTask4019 AND PolicyTask4020 ARE CLOSED",Drivers with an Out of State License must submit an in-state license and proof of residency within 90 days to avoid underwriting action.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",NO,
PRIS,NSPA,X,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,Validation,Warning,"If License State <> OK, PA, Policy State, MN, MI, KS, TX, AR, DE, MD, MA, NJ, NY, KY

DO NOT RUN IF ATTACHMENT TYPE ""Approved Driver's License"" OR ""Approved Proof of Residency"" is attached in the policy file

DO NOT RUN IF TASKS PolicyTask4022 AND PolicyTask4023 ARE CLOSED",Drivers with an Out of State License must submit an in-state license and proof of residency within 90 days to avoid underwriting action.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",NO,"JAO 7/26/2022 - Updated rules to not run when approved attachment is received per PRISPROD-1034
JAO 7/27/2022 - Removed OK/PA and changed rule to enact to ""policy state""

JAO 7/28/2022 - Updated rule to NOT run if associated tasks are closed per PRISPROD-1034
JAO 7/19/2023 - Removed MO Maverick (MO allows KS License)
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023- AZ requirements PRISUAT-1834
LE 9/09/2024- Added WV GW-1645"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,Validation,Warning,"If License State <> Policy State, MN, MI, TX, AR, DE, MD, MA, NJ, NY, KY

DO NOT RUN IF ATTACHMENT TYPE ""Approved Driver's License"" OR ""Approved Proof of Residency"" is attached in the policy file

DO NOT RUN IF TASKS PolicyTask4022 AND PolicyTask4023 ARE CLOSED",Drivers with an Out of State License must submit an in-state license and proof of residency within 90 days to avoid underwriting action.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",NO,"JAO 7/19/2023 - Added rule for MO Maverick
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023- remove for AZ PRISUAT-1834
LE 9/09/2024- Removed for WV GW-1645"
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Underwriting,Warning,"If SR22 is changed from NO to YES on Endorsement transaction AND policy status is Cancel Notice, trigger warning",Policy is pending cancellation. SR22 will not be filed until policy is reinstated.,Endorsement,NO,JAO 7/5/2022 - Added based on TX/OK/PA rule per PRISPROD-856 & PRISUAT-1208
PRIS,NSPA,X,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Underwriting,Error,"If 2 or more drivers have the same Driver's License Number, trigger error message",<Driver Name> must have a different License Number than <Driver Name>.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Rewrite Renewal",NO,"JAO 9/22/2022 - Added rule for duplicate drivers license number - internal issue #3302
JAO 4/27/2023 - Remove rule for OH-FR SJS 5.23.23 PRISUAT-1584"
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Underwriting,Error,"If Birth Day YEAR is less than 1900, fire error.",Please confirm date of birth for <Driver's Name>. Driver's age is listed as <age>.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Rewrite Renewal",NO,JAO 10/17/2022 - PRISPROD-1337
PRIS,NSPA,X,NO,NO,NO,NO,YES,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Warning,"If number of drivers > than number of vehicles by more than 3, trigger warning message",Risks with more than three excess drivers are unacceptable for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Rewrite Renewal",Yes,"JAO 4/27/2023 - Add rule for OH Maverick SJS 5.23.23 PRISUAT-1585
LE 11/21/2023- AZ requirements PRISUAT-1834
LE 9/10/2024- Added WV GW-1645
LE  6/12/2025- Added TN GW-3790"
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Underwriting,Error,"If Driver's License State = OHIO, and SR22 = YES, trigger error",Ohio SR22 for <Driver Name> can only be filed on a 12 month policy term.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Rewrite Renewal",NO,"JAO 10/31/2023 - Issue #4243
LE 9/10/2024- Removed with PRISPROD-2229"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Error,"If Driver Question ""Is <Driver First Name> <Driver Last Name> not properly licensed? (If ""Yes"", explain)"" = YES and Driver License Status = VALID, trigger error","If ' Is <Driver First Name> <Driver Last Name> not properly licensed? ' is Yes, Driver's License Status cannot be VALID.","Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Rewrite Renewal",NO,"JAO 2/16/2024 - Add rule based on revised AZ Application - PRISUAT-1834; PRISUAT-1833
LE 9/10/2024- Added WV GW-1645
LS-01/13/2025-Removed quote level.
LE 6/12/2025- Added TN GW-3790"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Error,"If Driver Question ""In the past three (3) years, have any accidents or moving violations for <Driver First Name> <Driver Last Name>, including those involving a parked car or hit and run NOT been listed on the Application? (If “Yes”, explain)"" = YES, trigger error","If ' In the past three (3) years, have any accidents or moving violations for <Driver First Name> <Driver Last Name>, including those involving a parked car or hit and run NOT been listed on the Application? (If “Yes”, explain) ' is Yes, all accidents and moving violations must be listed on the application. ","Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Rewrite Renewal",NO,"JAO 2/16/2024 - Add rule based on revised AZ Application - PRISUAT-1834; PRISUAT-1833
LE 9/10/2024- Added WV GW-1645
LS-01/13/2025-Removed quote level.
LE 6/12/2025- Added TN GW-3790"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Warning,"If Driver Question ""Has <Driver First Name> <Driver Last Name> not listed their spouse on the driver section of the policy or excluded the spouse with a signed endorsement? (If “Yes”, explain) "" = YES, trigger warning",Married operators are required to list their spouse as a rated or excluded driver.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Rewrite Renewal",NO,"JAO 2/16/2024 - Add rule based on revised AZ Application - PRISUAT-1834; PRISUAT-1833
LE 9/10/2024- Added WV GW-1645
LS-01/13/2025-Removed quote level.
LE 6/12/2025- Added TN GW-3790"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Condition 4 - Driver Assignment Conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIS,NSPA,X,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error,"If driver assignment overridden by a user, and if the same driver is assigned to more than one vehicle",Driver # <#>:  <First Name Last Name> cannot be assigned to more than one vehicle.,"Quote, Application",,JAO 4/27/2023 - Remove OH-FR - no driver/vehicle assignment SJS 5.26.23 PRISUAT-1584
PRIS,NSPA,X,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error,"If driver assignment is overridden by a user, and the number of vehicles is < drivers, and higher rated drivers are not assigned to a vehicle, for example
>> 2 vehicles, 5 drivers – Overridden and the 2 drivers that are assigned are not the highest rated drivers
>> 2 vehicles, 5 drivers – Overridden and the excess vehicle class is used on any of the vehicles
","The highest rated operators must be assigned to a vehicle. Please assign drivers to the vehicle they regularly operate in the following order: <Highest rated operator>, <Second highest rated operator>","Quote, Application",,JAO 4/27/2023 - Remove OH-FR - no driver/vehicle assignment SJS 5.26.23 PRISUAT-1584
PRIS,NSPA,X,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error,"If driver assignment is overridden by a user, and if the number of vehicles is = > than drivers, and not all drivers are assigned to a vehicle, for example
>> 2 vehicles, 2 drivers – Overridden and a driver is not assigned to a vehicle
>> 3 vehicles, 2 drivers – Overridden and a driver is not assigned to a vehicle
",Vehicle #<#>: Must be assigned to a listed driver.,"Quote, Application",,JAO 4/27/2023 - Remove OH-FR - no driver/vehicle assignment SJS 5.26.23 PRISUAT-1584
PRIS,NSPA,X,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error,"If a Non Driver is assigned to a vehicle, wipe the driver ref from the vehicle so that the driver assignment logic can run.  Total Chargeable points associated with the Non Driver would need to be removed from the vehicle, and reconsideration of the Unacceptable Driver indicator would need to be done.",,,,JAO 4/27/2023 - Remove OH-FR - no driver/vehicle assignment SJS 5.26.23 PRISUAT-1584
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Condition  - Renewal Buy In Conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIS,NSPA,X,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error,"If BasicPolicy.NoLapse = Yes, and Previous Carrier (existing field: BasicPolicy.PreviousCarrierCd) = “None”, display error message ","Prior Insurance Coverage exists, Previous Carrier cannot be None.","Quote, Application",,JAO 4/27/2023 - Remove OH-FR sjs5.26.23 PRISUAT-1584
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payment Plan Validation Rules - Validation Rules Run specifically on Payment Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carrier,Product,NSPA,,,,,,,,,,,,,,,,,,,,Rule Type,Error or Warning,Rule to Enact,Error or Warning Message to Display,"Run in Quick Quote, Quote, Application?",,
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,"Validation
Underwriting",Error,"""Payment Type"" should be specified",Payment Type Required.,Application,,JAO 7/28/2022 - Changed to Underwriting Rule so rating will happen without ACH/CC info on automated pay plans
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,"Validation
Underwriting",Error,"If ""Automated"" payment method is selected, ""Bank Account Type"" is required",Bank Account Type Required.,Application,,JAO 7/28/2022 - Changed to Underwriting Rule so rating will happen without ACH/CC info on automated pay plans
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,"Validation
Underwriting",Error,"If ""Automated"" payment method is selected, ""Bank Name"" is required",Bank Name Required.,Application,,JAO 7/28/2022 - Changed to Underwriting Rule so rating will happen without ACH/CC info on automated pay plans
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,"Validation
Underwriting",Error,"If ""Automated"" payment method is selected, ""Bank Account Number"" is required",Account Number Required.,Application,,JAO 7/28/2022 - Changed to Underwriting Rule so rating will happen without ACH/CC info on automated pay plans
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,"Validation
Underwriting",Error,"If ""Automated"" payment method is selected, ""Routing Number"" is required",Routing Number Required.,Application,,JAO 7/28/2022 - Changed to Underwriting Rule so rating will happen without ACH/CC info on automated pay plans
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,"Validation
Underwriting",Error,"If ""Credit Card"" payment method is selected, ""Credit Card Number"" is required",Credit Card Number Required.,Application,,JAO 7/28/2022 - Changed to Underwriting Rule so rating will happen without ACH/CC info on automated pay plans
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error,If Make Payment amount is < 85% of amount due,Payment must be more than 85% of the amount due.,,,
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error,"If Do Not Reinstate indicator on Special Options screen = Yes AND user permissions for AllowSpecialOptionsReinstatePayment <> Yes, error and display message.",Payment cannot be accepted at this time. Please contact the Underwriting Department for additional information.,Policy,,
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Underwriting,Warning,"If Payment Plan is changed and the ""suffix"" is different in the new pay plan, display error message.  For example, if a pay plan is updated from Direct Bill 6 Pay to Automated 6 Pay, then there should be no error message.  However, if a pay plan is updated from Direct Bill 6 Pay to Automated 6 Pay Equity, then there should be an error message.",Pay Plan Changes may affect the current invoice due,Policy,,
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Underwriting,Error,"If policy status = Cancelled OR Cancel Notice AND Cancel Reason = Non-Pay Dishonored Down Payment, trigger ERROR for Producer and Insured.
DO NOT FIRE ERROR FOR POLICYCSR, UW1, UW2, UWMANAGER",Producers or Insureds are not allowed to make a payment when a policy is pending cancel or cancelled with the reason Dishonored Down Payment.,Policy,,JAO 7/7/2023 - Added rule per PRISPROD-1791
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Error,"If policy status = Cancelled AND Cancel Reason = Non-Pay NSF DP, trigger ERROR for Producer and Insured.
DO NOT FIRE ERROR FOR POLICYCSR, UW1, UW2, UWMANAGER",Producers or Insureds are not allowed to make a payment when a policy is cancelled with the reason Dishonored Down Payment.,Policy,,LE 5/08/2025- Added rule for WV Dishonored DP on NB rule. GW-3383
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Error,"If policy status = Cancel Notice AND Cancel Reason = Non-Pay NSF DP AND Current due is not paid in full trigger ERROR for Producer and Insured.
DO NOT FIRE ERROR FOR POLICYCSR, UW1, UW2, UWMANAGER",Replacement payment for Dishonored Down Payment must be paid in full. ,Policy,,LE 5/09/2025- Added rule for WV Dishonored DP on NB GW-3365
